"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","PoolArea","PoolQC","Fence","MoSold","YrSold","SaleType","SaleCondition","TotalSF","TotalBaths","HouseAge","RemodelAge","HasPool","HasGarage","HasFireplace","HasBasement","OverallQual_Squared","SalePrice"
120,"RL",48,6955,"IR1","Inside","NridgHt","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","Stone",94,4,3,"PConc",4,3,"No","Unf",0,1368,1368,5,"Y","SBrkr",1368,0,1368,0,0,2,0,2,4,6,1,4,"Attchd",2005,"RFn",2,474,3,3,"Y",132,0,0,"None",9,2006,"New","Partial",2736,2,1,0,0,1,1,1,49,12.2184951655287
20,"RL",60,8072,"Reg","Inside","CollgCr","Norm","1Fam","1Story",5,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,3,4,"PConc",4,4,"No","ALQ",746,244,990,5,"Y","SBrkr",990,0,990,1,0,1,0,3,3,5,0,0,"Detchd",2000,"Unf",2,480,3,3,"Y",0,0,0,"None",5,2009,"WD","Normal",1980,2,15,14,0,1,0,1,25,11.8350089641393
20,"RM",100,12000,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,7,1948,2005,"Gable","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,"No","GLQ",144,172,924,5,"Y","SBrkr",1122,0,1122,1,0,1,0,2,4,6,0,0,"Attchd",1948,"Unf",2,528,3,3,"Y",0,0,0,"GdWo",5,2008,"WD","Normal",2046,2,60,3,0,1,0,1,25,11.8981878657609
20,"RL",68,7153,"Reg","Inside","SawyerW","Norm","1Fam","1Story",6,5,1991,1991,"Gable","HdBoard","HdBoard","BrkFace",88,3,3,"CBlock",4,3,"No","GLQ",1200,78,1278,4,"Y","SBrkr",1294,0,1294,1,0,2,0,3,4,6,0,0,"Attchd",1991,"RFn",2,496,3,3,"Y",112,0,0,"GdWo",6,2008,"WD","Normal",2572,3,17,17,0,1,0,1,36,12.096257779523
20,"RL",100,17500,"Reg","Inside","Crawfor","PosA","1Fam","1Story",7,8,1959,2002,"Gable","BrkFace","HdBoard","None",0,4,4,"PConc",4,3,"Av","GLQ",1406,496,1902,3,"Y","SBrkr",1902,0,1902,1,0,2,0,3,5,7,2,3,"Attchd",1959,"Fin",2,567,3,3,"Y",0,0,0,"None",5,2010,"WD","Normal",3804,3,51,8,0,1,1,1,49,12.7218858108072
20,"RL",68,8814,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2005,2007,"Gable","VinylSd","VinylSd","BrkFace",80,4,3,"PConc",4,3,"No","GLQ",925,349,1274,5,"Y","SBrkr",1274,0,1274,1,0,2,0,3,4,6,0,0,"Attchd",2005,"RFn",2,508,3,3,"Y",264,0,0,"None",1,2007,"New","Partial",2548,3,2,0,0,1,0,1,49,12.2209612580239
60,"RL",68,9572,"IR1","Inside","NoRidge","Norm","1Fam","2Story",8,5,1990,1990,"Gable","Wd Sdng","Wd Sdng","BrkFace",336,4,3,"PConc",5,3,"No","GLQ",482,971,1453,5,"Y","SBrkr",1453,1357,2810,0,0,2,1,4,4,9,1,5,"Attchd",1990,"RFn",2,750,4,4,"Y",500,0,0,"None",6,2007,"WD","Normal",4263,2.5,17,17,0,1,1,1,64,12.618182296357
60,"RL",108,14774,"IR1","Corner","NoRidge","Norm","1Fam","2Story",9,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",165,4,3,"PConc",4,3,"No","Unf",0,1393,1393,5,"Y","SBrkr",1422,1177,2599,0,0,2,1,4,4,10,1,3,"BuiltIn",1999,"Fin",3,779,3,3,"Y",668,0,0,"None",5,2010,"WD","Normal",3992,2.5,11,11,0,1,1,1,81,12.7164021462475
20,"RL",60,8190,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,6,1954,1954,"Hip","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,"No","Rec",732,216,948,5,"Y","SBrkr",948,0,948,1,0,1,0,3,3,5,1,3,"Detchd",1956,"Unf",1,280,3,3,"Y",0,0,0,"None",10,2007,"WD","Normal",1896,2,53,53,0,1,1,1,16,11.6868787720937
60,"RL",85,11075,"Reg","Inside","NAmes","Norm","1Fam","2Story",6,5,1969,1969,"Gable","HdBoard","HdBoard","None",0,3,3,"CBlock",2,3,"Mn","ALQ",500,176,952,3,"Y","SBrkr",1092,1020,2112,0,0,2,1,4,3,9,2,4,"Attchd",1969,"Unf",2,576,3,3,"Y",280,0,0,"None",6,2008,"WD","Normal",3064,2.5,39,39,0,1,1,1,36,12.2399908637336
20,"RL",61,10226,"IR1","Inside","CollgCr","Norm","1Fam","1Story",8,5,2008,2008,"Gable","VinylSd","VinylSd","Stone",270,4,3,"PConc",5,3,"Gd","Unf",0,1622,1622,5,"Y","SBrkr",1630,0,1630,1,0,2,0,3,5,8,1,4,"Attchd",2008,"RFn",3,860,3,3,"Y",172,0,0,"None",1,2009,"WD","Normal",3252,3,1,1,0,1,1,1,64,12.5964004268844
120,"FV",47,4230,"Reg","Corner","Somerst","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,"No","Unf",0,1352,1352,5,"Y","SBrkr",1352,0,1352,0,0,2,0,2,4,5,1,4,"Attchd",2006,"RFn",2,466,3,3,"Y",0,0,0,"None",4,2007,"New","Partial",2704,2,1,0,0,1,1,1,49,12.2496109475447
20,"RL",68,14781,"IR2","CulDSac","CollgCr","Norm","1Fam","1Story",8,5,2001,2002,"Hip","VinylSd","VinylSd","BrkFace",178,4,3,"PConc",4,3,"Gd","Unf",0,1753,1753,5,"Y","SBrkr",1787,0,1787,0,0,2,0,3,4,7,1,3,"Attchd",2001,"RFn",3,748,3,3,"Y",198,0,0,"None",8,2006,"WD","Normal",3540,2,5,4,0,1,1,1,64,12.5245263766487
20,"RL",75,10215,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,5,1954,1954,"Hip","Wd Sdng","Wd Sdng","BrkFace",132,3,3,"PConc",3,3,"No","ALQ",492,372,864,5,"Y","SBrkr",948,0,948,0,0,1,0,3,3,5,0,0,"Attchd",1954,"Unf",1,248,3,3,"Y",0,0,0,"None",2,2007,"WD","Normal",1812,1,53,53,0,1,0,1,16,11.6172854802945
20,"RL",70,8400,"Reg","Inside","NAmes","Norm","1Fam","1Story",6,3,1957,1957,"Hip","BrkFace","BrkFace","None",0,3,3,"CBlock",3,3,"No","ALQ",189,628,1478,4,"Y","SBrkr",1478,0,1478,1,0,1,1,3,3,6,2,4,"Attchd",1957,"RFn",2,442,3,3,"Y",114,0,0,"None",6,2009,"WD","Normal",2956,2.5,52,52,0,1,1,1,36,11.9608112889623
20,"RL",68,6627,"IR1","Corner","BrkSide","Feedr","1Fam","1Story",3,6,1949,1950,"Hip","VinylSd","VinylSd","None",0,3,3,"CBlock",0,0,"None","None",0,0,0,3,"N","SBrkr",720,0,720,0,0,1,0,2,3,4,0,0,"Detchd",1955,"Unf",1,287,3,2,"Y",0,0,0,"None",7,2008,"WD","Normal",720,1,59,58,0,1,0,0,9,11.1913418408428
60,"RL",107,10186,"IR1","Inside","NoRidge","Norm","1Fam","2Story",7,5,1992,1992,"Gable","HdBoard","HdBoard","None",0,4,3,"PConc",4,3,"No","GLQ",674,76,750,5,"Y","SBrkr",1061,862,1923,1,0,2,1,3,4,8,1,3,"Attchd",1992,"RFn",2,564,3,3,"Y",240,0,0,"None",6,2010,"WD","Normal",2673,3.5,18,18,0,1,1,1,49,12.1547793511426
30,"RL",50,5330,"Reg","Inside","BrkSide","Norm","1Fam","1Story",4,7,1940,1950,"Hip","VinylSd","VinylSd","None",0,2,3,"CBlock",3,3,"No","LwQ",280,140,420,4,"Y","SBrkr",708,0,708,0,0,1,0,2,2,5,0,0,"None",0,"None",0,0,0,0,"Y",164,0,0,"None",12,2009,"WD","Normal",1128,1,69,59,0,0,0,1,16,11.3205535723228
20,"RL",75,9986,"Reg","Inside","Somerst","Norm","1Fam","1Story",8,5,2006,2007,"Gable","VinylSd","VinylSd","BrkFace",428,4,3,"PConc",5,3,"Av","Unf",0,1795,1795,5,"Y","SBrkr",1795,0,1795,0,0,2,0,2,4,7,1,4,"Attchd",2007,"RFn",3,895,3,3,"Y",0,0,0,"None",2,2007,"New","Partial",3590,2,1,0,0,1,1,1,64,11.8981878657609
30,"RM",40,3636,"Reg","Inside","IDOTRR","Norm","1Fam","1Story",4,4,1922,1950,"Gable","AsbShng","AsbShng","None",0,3,3,"BrkTil",3,2,"No","Unf",0,796,796,2,"N","SBrkr",796,0,796,0,0,1,0,2,3,5,0,0,"None",0,"None",0,0,0,0,"N",0,0,0,"MnPrv",1,2008,"WD","Normal",1592,1,86,58,0,0,0,1,16,10.9150884642146
30,"RH",70,4270,"Reg","Inside","Edwards","Norm","1Fam","1Story",3,6,1931,2006,"Gable","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,"No","Rec",544,0,544,5,"Y","SBrkr",774,0,774,0,0,1,0,3,4,6,0,0,"None",0,"None",0,0,0,0,"Y",0,0,0,"None",5,2007,"WD","Normal",1318,1,76,1,0,0,0,1,9,11.2772031314492
20,"RL",60,6600,"Reg","Inside","Mitchel","Norm","1Fam","1Story",5,9,1982,2008,"Gable","VinylSd","VinylSd","None",0,4,4,"CBlock",3,3,"No","ALQ",641,175,816,5,"Y","SBrkr",816,0,816,0,1,1,0,3,4,5,1,5,"Attchd",1982,"Unf",1,264,3,3,"Y",0,0,0,"MnPrv",10,2008,"WD","Normal",1632,1.5,26,0,0,1,1,1,25,11.7791285057449
50,"RM",60,10440,"Reg","Corner","OldTown","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","BrkFace","Wd Sdng","None",0,4,4,"BrkTil",4,3,"No","LwQ",493,1017,1510,5,"Y","SBrkr",1584,1208,2792,0,0,2,0,5,3,8,2,3,"Detchd",1920,"Unf",2,520,2,3,"Y",0,0,0,"MnPrv",6,2008,"WD","Normal",4302,2,88,58,0,1,1,1,36,12.4529327234617
60,"RL",63,9084,"IR1","Inside","Gilbert","Norm","1Fam","2Story",7,5,1998,1998,"Hip","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,"No","Unf",0,935,935,4,"Y","SBrkr",955,677,1632,0,0,2,1,3,3,8,1,3,"Attchd",1998,"Fin",2,462,3,3,"Y",0,0,0,"None",6,2006,"WD","Normal",2567,2.5,8,8,0,1,1,1,49,12.0810761553555
20,"RL",85,10000,"Reg","Inside","Somerst","Norm","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","Stone",410,4,3,"PConc",4,4,"Av","Unf",0,1588,1588,5,"Y","SBrkr",1588,0,1588,0,0,2,0,3,4,7,1,4,"Attchd",2006,"RFn",3,825,3,3,"Y",144,0,0,"None",12,2007,"WD","Normal",3176,2,1,1,0,1,1,1,64,12.3327052964635
80,"RL",55,10780,"IR1","Inside","CollgCr","Norm","1Fam","SLvl",5,5,1976,1976,"Gable","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,"Av","ALQ",483,428,911,4,"Y","SBrkr",954,0,954,0,0,1,0,3,3,6,0,0,"Detchd",1976,"Unf",2,576,3,3,"Y",0,0,0,"None",7,2006,"WD","Normal",1865,1,30,30,0,1,0,1,25,11.7943379244084
20,"RL",67,8877,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,6,1938,1958,"Gable","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,"Mn","ALQ",690,126,816,5,"Y","SBrkr",816,0,816,1,0,1,0,2,3,3,1,4,"Detchd",1958,"Unf",1,288,2,2,"Y",0,0,0,"None",5,2009,"WD","Normal",1632,2,71,51,0,1,1,1,16,11.5129254649702
50,"RM",60,7200,"Reg","Corner","IDOTRR","Norm","1Fam","1.5Fin",5,6,1938,1995,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,"No","Unf",0,803,803,5,"Y","SBrkr",803,557,1360,0,0,1,1,2,4,6,0,0,"Detchd",1951,"Unf",1,297,3,3,"Y",0,0,0,"MnPrv",7,2006,"WD","Normal",2163,1.5,68,11,0,1,0,1,25,11.740061037554
160,"RM",24,2368,"Reg","Inside","BrDale","Norm","TwnhsE","2Story",5,6,1970,1970,"Gable","HdBoard","HdBoard","None",312,3,3,"CBlock",3,3,"No","LwQ",765,0,765,3,"Y","SBrkr",765,600,1365,0,0,1,1,3,3,7,0,0,"Attchd",1970,"Unf",2,440,3,3,"Y",0,0,0,"None",5,2009,"WD","Normal",2130,1.5,39,39,0,1,0,1,25,11.7360690162844
20,"RL",80,9650,"Reg","Inside","NWAmes","Norm","1Fam","1Story",6,5,1977,1977,"Gable","Plywood","Plywood","BrkFace",360,3,3,"CBlock",4,3,"No","ALQ",686,664,1350,3,"Y","SBrkr",1334,0,1334,0,1,2,0,2,3,6,1,3,"Attchd",1977,"RFn",2,630,3,3,"Y",0,0,0,"None",4,2009,"WD","Normal",2684,2.5,32,32,0,1,1,1,36,12.0311238430656
90,"RL",87,9246,"IR1","Inside","NWAmes","Feedr","Duplex","1Story",5,5,1973,1973,"Gable","Plywood","Plywood","BrkFace",564,3,3,"CBlock",3,3,"No","Unf",0,1656,1656,3,"Y","SBrkr",1656,0,1656,0,0,2,0,4,3,8,0,0,"Detchd",1973,"Unf",2,506,3,3,"Y",0,0,0,"None",11,2008,"WD","Normal",3312,2,35,35,0,1,0,1,25,11.8130300574206
30,"RM",153,4118,"IR1","Corner","OldTown","Feedr","1Fam","1Story",4,4,1941,1950,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,"No","Unf",0,693,693,2,"N","FuseA",693,0,693,0,0,1,0,2,2,4,0,0,"None",0,"None",0,0,0,0,"N",0,0,0,"None",3,2006,"WD","Normal",1386,1,65,56,0,0,0,1,16,10.8685684485797
60,"RL",95,13450,"IR1","Corner","CollgCr","Norm","1Fam","2Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"No","GLQ",700,216,916,5,"Y","SBrkr",920,941,1861,1,0,2,1,3,4,8,0,0,"BuiltIn",2002,"RFn",2,492,3,3,"Y",146,0,0,"None",6,2006,"WD","Normal",2777,3.5,4,4,0,1,0,1,49,12.2060726455302
20,"RL",120,9560,"IR1","Corner","CollgCr","Norm","1Fam","1Story",5,7,1972,1972,"Hip","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,"Mn","Rec",360,504,864,5,"Y","SBrkr",864,0,864,0,0,1,0,3,3,5,0,0,"Attchd",1972,"RFn",1,288,3,3,"Y",0,0,0,"None",6,2006,"WD","Normal",1728,1,34,34,0,1,0,1,25,11.7636841833174
20,"RL",70,8294,"Reg","Inside","NAmes","Norm","1Fam","1Story",4,5,1971,1971,"Gable","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,"No","Unf",0,858,858,3,"Y","SBrkr",872,0,872,0,0,1,0,3,3,5,0,0,"Detchd",1974,"Unf",4,480,3,3,"Y",0,0,0,"GdWo",6,2007,"WD","Normal",1730,1,36,36,0,1,0,1,16,11.7199396343546
20,"RL",66,13695,"Reg","Inside","SawyerW","RRAe","1Fam","1Story",6,5,2003,2004,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,"No","GLQ",814,300,1114,5,"Y","SBrkr",1114,0,1114,1,0,1,0,3,4,6,0,0,"Detchd",2004,"Unf",2,576,3,3,"Y",0,0,0,"None",7,2008,"WD","Normal",2228,2,5,4,0,1,0,1,36,11.9511803959014
60,"RL",68,9375,"Reg","Inside","CollgCr","Norm","1Fam","2Story",8,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",149,4,3,"PConc",4,3,"No","Unf",0,1284,1284,5,"Y","SBrkr",1284,885,2169,0,0,2,1,3,4,7,1,4,"Attchd",2002,"RFn",2,647,3,3,"Y",192,0,0,"None",8,2007,"WD","Normal",3453,2.5,5,5,0,1,1,1,64,12.3392914893164
50,"RL",57,7558,"Reg","Inside","Crawfor","Norm","1Fam","1.5Fin",6,6,1928,1950,"Gable","BrkFace","Stone","None",0,3,3,"BrkTil",3,3,"No","Unf",0,896,896,4,"Y","SBrkr",1172,741,1913,0,0,1,1,3,3,9,1,3,"Detchd",1929,"Unf",2,342,2,2,"Y",0,0,0,"None",3,2009,"WD","Normal",2809,1.5,81,59,0,1,1,1,36,12.083905011556
60,"RL",85,11103,"IR1","Corner","CollgCr","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"No","Unf",0,728,728,5,"Y","SBrkr",728,728,1456,0,0,2,1,3,4,8,1,3,"Attchd",2006,"Fin",2,440,3,3,"Y",0,0,0,"None",7,2007,"New","Partial",2184,2.5,1,1,0,1,1,1,49,11.9565530341727
30,"RM",50,6000,"Reg","Inside","OldTown","Norm","1Fam","1Story",4,4,1920,1950,"Hip","MetalSd","MetalSd","None",0,3,3,"PConc",3,3,"No","ALQ",250,710,960,4,"Y","FuseA",960,0,960,0,0,1,0,2,2,5,0,0,"Detchd",1997,"Unf",1,308,3,3,"Y",0,0,0,"None",7,2007,"WD","Normal",1920,1,87,57,0,1,0,1,16,11.5945054519627
20,"RL",68,20781,"IR2","CulDSac","NWAmes","PosN","1Fam","1Story",7,7,1968,2003,"Hip","BrkFace","HdBoard","None",0,3,3,"CBlock",3,3,"No","BLQ",297,1203,1568,3,"Y","SBrkr",2156,0,2156,0,0,2,0,3,3,9,1,4,"Attchd",1968,"RFn",2,508,4,3,"Y",0,0,0,"None",6,2006,"WD","Normal",3724,2,38,3,0,1,1,1,49,12.4780063610138
20,"RL",93,15306,"IR1","Corner","Timber","Norm","1Fam","1Story",8,5,2006,2007,"Gable","VinylSd","VinylSd","Stone",100,4,3,"PConc",5,3,"Gd","GLQ",80,1652,1732,5,"Y","SBrkr",1776,0,1776,1,0,2,0,3,4,7,1,4,"Attchd",2006,"Fin",3,712,3,3,"Y",0,0,0,"None",5,2007,"New","Partial",3508,3,1,0,0,1,1,1,64,12.5548368821687
20,"RL",68,16196,"IR3","Inside","SawyerW","Norm","1Fam","1Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"Gd","GLQ",1443,39,1482,5,"Y","SBrkr",1494,0,1494,1,0,2,0,3,4,5,1,2,"Attchd",1998,"RFn",2,514,3,3,"Y",402,0,0,"None",8,2007,"WD","Normal",2976,3,9,9,0,1,1,1,49,12.2783933071098
70,"RM",50,5250,"Reg","Inside","OldTown","Norm","1Fam","2Story",8,5,1872,1987,"Gable","MetalSd","MetalSd","None",0,3,4,"BrkTil",3,2,"No","LwQ",259,425,684,2,"N","SBrkr",938,1215,2358,0,0,2,0,4,3,8,0,0,"None",0,"None",0,0,0,0,"Y",0,0,0,"None",12,2008,"WD","Normal",2837,2,136,21,0,0,0,1,64,11.7117763237154
90,"RL",91,11643,"Reg","Inside","NAmes","Artery","Duplex","2Story",5,5,1969,1969,"Gable","MetalSd","MetalSd","BrkFace",368,3,3,"CBlock",3,3,"No","LwQ",500,748,1248,3,"Y","SBrkr",1338,1296,2634,1,1,2,2,6,3,12,0,0,"Detchd",1969,"Unf",4,968,3,3,"Y",0,0,0,"None",8,2009,"WD","Normal",3882,4.5,40,40,0,1,0,1,25,12.2060726455302
60,"RL",70,9247,"IR1","Inside","NAmes","Norm","1Fam","2Story",6,6,1962,1962,"Gable","HdBoard","HdBoard","BrkFace",318,3,3,"CBlock",3,3,"No","Rec",319,539,858,5,"Y","SBrkr",858,858,1716,0,0,1,1,4,3,8,1,4,"Attchd",1962,"Fin",2,490,3,3,"Y",0,0,0,"None",3,2008,"WD","Normal",2574,1.5,46,46,0,1,1,1,36,12.0494188354848
50,"RM",50,6000,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",6,9,1937,2000,"Gable","MetalSd","MetalSd","None",0,4,3,"BrkTil",3,3,"No","Unf",0,698,698,3,"Y","SBrkr",786,390,1176,0,0,1,0,2,3,4,0,0,"Detchd",1999,"Unf",2,624,3,3,"N",210,0,0,"None",7,2009,"WD","Normal",1874,1,72,9,0,1,0,1,36,11.8122890421958
50,"RL",56,14720,"IR1","CulDSac","NoRidge","Norm","1Fam","1.5Fin",8,5,1995,1996,"Hip","VinylSd","VinylSd","BrkFace",579,4,3,"PConc",4,3,"Av","GLQ",816,1217,2033,5,"Y","SBrkr",2053,1185,3238,1,0,2,1,4,4,9,1,5,"Attchd",1996,"Fin",3,666,3,3,"Y",283,0,0,"None",3,2010,"WD","Normal",5271,3.5,15,14,0,1,1,1,64,12.9239124386805
60,"RL",68,10316,"IR1","Inside","CollgCr","Norm","1Fam","2Story",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"No","GLQ",735,257,992,5,"Y","SBrkr",992,873,1865,1,0,2,1,3,4,7,1,3,"Attchd",2000,"RFn",3,839,3,3,"Y",0,0,0,"None",6,2008,"WD","Normal",2857,3.5,8,8,0,1,1,1,49,12.3673407931263
80,"RL",102,10192,"IR1","Inside","NWAmes","Norm","1Fam","SLvl",7,6,1968,1992,"Gable","MetalSd","MetalSd","BrkFace",143,3,3,"CBlock",3,3,"No","Unf",0,570,570,4,"Y","SBrkr",1222,698,1920,0,0,3,0,4,4,8,1,3,"Attchd",1968,"RFn",2,487,3,3,"Y",0,0,0,"GdPrv",9,2006,"WD","Normal",2490,3,38,14,0,1,1,1,49,12.0435537160324
20,"RL",68,9477,"Reg","Corner","NAmes","Norm","1Fam","1Story",5,5,1966,1966,"Gable","HdBoard","HdBoard","BrkFace",65,3,3,"CBlock",3,3,"No","Rec",340,524,864,3,"Y","SBrkr",892,0,892,0,0,1,0,3,3,5,0,0,"Attchd",1966,"RFn",1,264,3,3,"Y",0,0,0,"GdWo",10,2008,"WD","Normal",1756,1,42,42,0,1,0,1,25,11.6082356447746
20,"RL",68,12537,"IR1","CulDSac","NAmes","Norm","1Fam","1Story",5,6,1971,2008,"Gable","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,"No","GLQ",734,344,1078,5,"Y","SBrkr",1078,0,1078,1,0,1,1,3,3,6,1,2,"Attchd",1971,"Fin",2,500,3,3,"Y",0,0,0,"None",4,2010,"WD","Normal",2156,2.5,39,2,0,1,1,1,25,11.9177236840907
160,"FV",68,2117,"Reg","Inside","Somerst","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","MetalSd","MetalSd","BrkFace",216,4,3,"PConc",4,3,"No","GLQ",378,378,756,5,"Y","SBrkr",769,804,1573,0,0,2,1,3,4,5,0,0,"Detchd",2000,"Unf",2,440,3,3,"Y",0,0,0,"None",6,2010,"WD","Normal",2329,2.5,10,10,0,1,0,1,36,12.0867258878976
20,"RL",129,16737,"Reg","FR3","NridgHt","Norm","1Fam","1Story",9,5,2004,2005,"Hip","VinylSd","VinylSd","BrkFace",66,4,3,"PConc",5,3,"Av","GLQ",1447,533,1980,5,"Y","SBrkr",1980,0,1980,1,0,2,0,3,5,8,1,4,"Attchd",2004,"Fin",3,770,3,3,"Y",194,0,0,"None",9,2006,"WD","Normal",3960,3,2,1,0,1,1,1,81,12.6603279178078
70,"RL",51,9842,"Reg","Inside","SWISU","Feedr","1Fam","2Story",5,6,1921,1998,"Gable","MetalSd","Wd Sdng","None",0,3,3,"BrkTil",3,2,"No","Unf",0,612,612,5,"Y","SBrkr",990,1611,2601,0,0,3,1,4,3,8,0,0,"BuiltIn",1998,"RFn",2,621,3,3,"Y",183,0,0,"None",5,2008,"WD","Normal",3213,3.5,87,10,0,1,0,1,25,12.1495022940418
20,"RL",124,16158,"IR1","Inside","StoneBr","Norm","1Fam","1Story",7,5,2005,2005,"Hip","VinylSd","VinylSd","Stone",16,4,3,"PConc",5,3,"Av","ALQ",1274,256,1530,5,"Y","SBrkr",1530,0,1530,1,0,2,0,3,4,7,1,4,"Attchd",2005,"Fin",2,430,3,3,"Y",168,0,0,"None",6,2009,"WD","Normal",3060,3,4,4,0,1,1,1,49,12.4684369099977
50,"RL",68,12513,"IR1","FR2","NAmes","Feedr","1Fam","1.5Fin",4,4,1920,2007,"Gable","VinylSd","VinylSd","None",0,3,4,"BrkTil",3,2,"No","Unf",0,715,715,4,"Y","SBrkr",1281,457,1738,0,0,2,0,4,3,7,1,4,"Attchd",1920,"Unf",1,368,3,3,"Y",55,0,0,"None",6,2009,"WD","Normal",2453,2,89,2,0,1,1,1,16,11.5607627943844
60,"RL",73,8499,"IR1","Inside","Gilbert","Norm","1Fam","2Story",6,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,"No","Unf",0,616,616,5,"Y","SBrkr",616,796,1412,0,0,2,1,3,4,6,1,4,"BuiltIn",2007,"Fin",2,432,3,3,"Y",0,0,0,"None",3,2007,"New","Partial",2028,2.5,1,0,0,1,1,1,36,11.9635678694873
160,"FV",30,3180,"Reg","Inside","Somerst","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","MetalSd","MetalSd","None",0,4,3,"PConc",4,3,"No","Unf",0,600,600,5,"Y","SBrkr",520,600,1200,0,0,2,1,2,4,4,0,0,"Detchd",2005,"RFn",2,480,3,3,"Y",0,0,0,"None",4,2006,"WD","Abnorml",1720,2.5,1,1,0,1,0,1,49,11.8786235774066
60,"FV",68,7500,"Reg","Inside","Somerst","Norm","1Fam","2Story",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"No","GLQ",533,281,814,5,"Y","SBrkr",814,860,1674,1,0,2,1,3,4,7,0,0,"Attchd",2000,"RFn",2,663,3,3,"Y",0,0,0,"None",1,2010,"WD","Normal",2488,3.5,10,10,0,1,0,1,49,12.2830336866663
60,"RL",68,9179,"IR1","Inside","CollgCr","Norm","1Fam","2Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",158,4,3,"PConc",4,3,"No","GLQ",633,240,873,5,"Y","SBrkr",882,908,1790,1,0,2,1,3,4,7,0,0,"Attchd",1999,"RFn",2,588,3,3,"Y",0,0,0,"None",6,2008,"WD","Abnorml",2663,3.5,9,9,0,1,0,1,49,12.170445467887
160,"RM",41,2665,"Reg","Inside","MeadowV","Norm","TwnhsE","2Story",5,6,1977,1977,"Gable","CemntBd","CmentBd","None",0,3,3,"PConc",3,3,"No","ALQ",548,36,757,5,"Y","SBrkr",925,550,1475,0,0,2,0,4,3,6,1,3,"Attchd",1977,"RFn",1,336,3,3,"Y",104,0,0,"None",7,2006,"WD","Normal",2232,2,29,29,0,1,1,1,25,11.7519423654407
120,"RM",68,4435,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2003,2004,"Gable","VinylSd","VinylSd","BrkFace",170,4,3,"PConc",4,3,"Av","GLQ",685,163,848,5,"Y","SBrkr",848,0,848,1,0,1,0,1,4,4,0,0,"Attchd",2003,"Fin",2,420,3,3,"Y",140,0,0,"None",6,2009,"WD","Normal",1696,2,6,5,0,1,0,1,36,11.8775685785581
